"iso","country","year","region","type","consumption","per_capita","percent"
"BLR","Belarus",1996,"Europe","Total",0.9257,0.0887,1
"BLR","Belarus",1996,"Europe","Wind",0,0,0
"BLR","Belarus",1995,"Europe","Biofuels",0,0,0
"BLR","Belarus",1995,"Europe","Coal",0.03985,0.00381,0.04415
"BLR","Belarus",1995,"Europe","Hydro",0.00021,2e-05,0.00024
"BLR","Belarus",1995,"Europe","Natural Gas",0.41494,0.03966,0.45974
"BLR","Belarus",1995,"Europe","Nuclear",0,0,0
"BLR","Belarus",1995,"Europe","Oil",0.44754,0.04278,0.49587
"BLR","Belarus",1995,"Europe","Other",0,0,0
"BLR","Belarus",1995,"Europe","Solar",0,0,0
"BLR","Belarus",1995,"Europe","Total",0.90254,0.08627,1
"BLR","Belarus",1995,"Europe","Wind",0,0,0
"BLR","Belarus",2001,"Europe","Biofuels",0,0,0
"BLR","Belarus",2001,"Europe","Coal",0.02991,0.00293,0.03351
"BLR","Belarus",2001,"Europe","Hydro",0.00032,3e-05,0.00036
"BLR","Belarus",2001,"Europe","Natural Gas",0.54384,0.05331,0.60935
"BLR","Belarus",2001,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2001,"Europe","Oil",0.31842,0.03121,0.35678
"BLR","Belarus",2001,"Europe","Other",0,0,0
"BLR","Belarus",2001,"Europe","Solar",0,0,0
"BLR","Belarus",2001,"Europe","Total",0.89248,0.08749,1
"BLR","Belarus",2001,"Europe","Wind",0,0,0
"BLR","Belarus",1998,"Europe","Biofuels",0,0,0
"BLR","Belarus",1998,"Europe","Coal",0.04523,0.00437,0.0494
"BLR","Belarus",1998,"Europe","Hydro",3e-04,3e-05,0.00033
"BLR","Belarus",1998,"Europe","Natural Gas",0.50613,0.04887,0.55274
"BLR","Belarus",1998,"Europe","Nuclear",0,0,0
"BLR","Belarus",1998,"Europe","Oil",0.36401,0.03514,0.39753
"BLR","Belarus",1998,"Europe","Other",0,0,0
"BLR","Belarus",1998,"Europe","Solar",0,0,0
"BLR","Belarus",1998,"Europe","Total",0.91566,0.08841,1
"BLR","Belarus",1998,"Europe","Wind",0,0,0
"BLR","Belarus",2000,"Europe","Biofuels",0,0,0
"BLR","Belarus",2000,"Europe","Coal",0.04166,0.00406,0.04538
"BLR","Belarus",2000,"Europe","Hydro",0.00029,3e-05,0.00031
"BLR","Belarus",2000,"Europe","Natural Gas",0.54697,0.05333,0.59583
"BLR","Belarus",2000,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2000,"Europe","Oil",0.32908,0.03209,0.35848
"BLR","Belarus",2000,"Europe","Other",0,0,0
"BLR","Belarus",2000,"Europe","Solar",0,0,0
"BLR","Belarus",2000,"Europe","Total",0.918,0.0895,1
"BLR","Belarus",2000,"Europe","Wind",0,0,0
"BLR","Belarus",2005,"Europe","Biofuels",0,0,0
"BLR","Belarus",2005,"Europe","Coal",0.02873,0.00289,0.02809
"BLR","Belarus",2005,"Europe","Hydro",0.00037,4e-05,0.00036
"BLR","Belarus",2005,"Europe","Natural Gas",0.6841,0.06886,0.66886
"BLR","Belarus",2005,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2005,"Europe","Oil",0.30958,0.03116,0.30268
"BLR","Belarus",2005,"Europe","Other",0,0,0
"BLR","Belarus",2005,"Europe","Solar",0,0,0
"BLR","Belarus",2005,"Europe","Total",1.02278,0.10295,1
"BLR","Belarus",2005,"Europe","Wind",1e-05,0,1e-05
"BLR","Belarus",2002,"Europe","Biofuels",0,0,0
"BLR","Belarus",2002,"Europe","Coal",0.02821,0.00278,0.03056
"BLR","Belarus",2002,"Europe","Hydro",3e-04,3e-05,0.00033
"BLR","Belarus",2002,"Europe","Natural Gas",0.55954,0.05521,0.60601
"BLR","Belarus",2002,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2002,"Europe","Oil",0.33525,0.03308,0.3631
"BLR","Belarus",2002,"Europe","Other",0,0,0
"BLR","Belarus",2002,"Europe","Solar",0,0,0
"BLR","Belarus",2002,"Europe","Total",0.92331,0.0911,1
"BLR","Belarus",2002,"Europe","Wind",0,0,0
"BLR","Belarus",1999,"Europe","Biofuels",0,0,0
"BLR","Belarus",1999,"Europe","Coal",0.04196,0.00407,0.04711
"BLR","Belarus",1999,"Europe","Hydro",2e-04,2e-05,0.00023
"BLR","Belarus",1999,"Europe","Natural Gas",0.51556,0.05001,0.57883
"BLR","Belarus",1999,"Europe","Nuclear",0,0,0
"BLR","Belarus",1999,"Europe","Oil",0.33297,0.0323,0.37383
"BLR","Belarus",1999,"Europe","Other",0,0,0
"BLR","Belarus",1999,"Europe","Solar",0,0,0
"BLR","Belarus",1999,"Europe","Total",0.8907,0.08641,1
"BLR","Belarus",1999,"Europe","Wind",0,0,0
"BLR","Belarus",1994,"Europe","Biofuels",NA,NA,NA
"BLR","Belarus",1994,"Europe","Coal",0.04235,0.00404,0.04174
"BLR","Belarus",1994,"Europe","Hydro",2e-04,2e-05,2e-04
"BLR","Belarus",1994,"Europe","Natural Gas",0.45895,0.04381,0.45238
"BLR","Belarus",1994,"Europe","Nuclear",0,0,0
"BLR","Belarus",1994,"Europe","Oil",0.51303,0.04897,0.50568
"BLR","Belarus",1994,"Europe","Other",0,0,0
"BLR","Belarus",1994,"Europe","Solar",0,0,0
"BLR","Belarus",1994,"Europe","Total",1.01453,0.09685,1
"BLR","Belarus",1994,"Europe","Wind",0,0,0
"BLR","Belarus",2010,"Europe","Biofuels",0.00141,0.00014,0.00128
"BLR","Belarus",2010,"Europe","Coal",0.02703,0.00278,0.02452
"BLR","Belarus",2010,"Europe","Hydro",0.00045,5e-05,0.00041
"BLR","Belarus",2010,"Europe","Natural Gas",0.74622,0.07668,0.67695
"BLR","Belarus",2010,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2010,"Europe","Oil",0.32625,0.03352,0.29596
"BLR","Belarus",2010,"Europe","Other",0.00097,1e-04,0.00088
"BLR","Belarus",2010,"Europe","Solar",0,0,0
"BLR","Belarus",2010,"Europe","Total",1.10232,0.11327,1
"BLR","Belarus",2010,"Europe","Wind",1e-05,0,1e-05
"BLR","Belarus",2011,"Europe","Biofuels",0.00115,0.00012,0.00106
"BLR","Belarus",2011,"Europe","Coal",0.03247,0.00334,0.02999
"BLR","Belarus",2011,"Europe","Hydro",0.00042,4e-05,0.00039
"BLR","Belarus",2011,"Europe","Natural Gas",0.69214,0.0713,0.63941
"BLR","Belarus",2011,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2011,"Europe","Oil",0.35516,0.03659,0.3281
"BLR","Belarus",2011,"Europe","Other",0.00109,0.00011,0.00101
"BLR","Belarus",2011,"Europe","Solar",0,0,0
"BLR","Belarus",2011,"Europe","Total",1.08246,0.11151,1
"BLR","Belarus",2011,"Europe","Wind",4e-05,0,4e-05
"BLR","Belarus",2012,"Europe","Biofuels",0.00122,0.00013,0.00104
"BLR","Belarus",2012,"Europe","Coal",0.03312,0.00342,0.02829
"BLR","Belarus",2012,"Europe","Hydro",0.00071,7e-05,0.00061
"BLR","Belarus",2012,"Europe","Natural Gas",0.69876,0.07208,0.5968
"BLR","Belarus",2012,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2012,"Europe","Oil",0.43589,0.04497,0.37228
"BLR","Belarus",2012,"Europe","Other",0.00109,0.00011,0.00093
"BLR","Belarus",2012,"Europe","Solar",0,0,0
"BLR","Belarus",2012,"Europe","Total",1.17085,0.12078,1
"BLR","Belarus",2012,"Europe","Wind",6e-05,1e-05,5e-05
"BLR","Belarus",2013,"Europe","Biofuels",0.00096,1e-04,0.00091
"BLR","Belarus",2013,"Europe","Coal",0.03515,0.00363,0.03319
"BLR","Belarus",2013,"Europe","Hydro",0.00135,0.00014,0.00128
"BLR","Belarus",2013,"Europe","Natural Gas",0.69373,0.07158,0.65499
"BLR","Belarus",2013,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2013,"Europe","Oil",0.32692,0.03373,0.30866
"BLR","Belarus",2013,"Europe","Other",0.00094,1e-04,0.00089
"BLR","Belarus",2013,"Europe","Solar",0,0,0
"BLR","Belarus",2013,"Europe","Total",1.05914,0.10929,1
"BLR","Belarus",2013,"Europe","Wind",8e-05,1e-05,7e-05
"BLR","Belarus",2014,"Europe","Biofuels",0.00104,0.00011,0.00098
"BLR","Belarus",2014,"Europe","Coal",0.03487,0.0036,0.03285
"BLR","Belarus",2014,"Europe","Hydro",0.00118,0.00012,0.00111
"BLR","Belarus",2014,"Europe","Natural Gas",0.68837,0.07101,0.64849
"BLR","Belarus",2014,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2014,"Europe","Oil",0.33503,0.03456,0.31562
"BLR","Belarus",2014,"Europe","Other",0.00091,9e-05,0.00086
"BLR","Belarus",2014,"Europe","Solar",2e-05,0,2e-05
"BLR","Belarus",2014,"Europe","Total",1.06151,0.1095,1
"BLR","Belarus",2014,"Europe","Wind",9e-05,1e-05,8e-05
"BLR","Belarus",2015,"Europe","Biofuels",0.00081,8e-05,0.00085
"BLR","Belarus",2015,"Europe","Coal",0.03101,0.0032,0.03227
"BLR","Belarus",2015,"Europe","Hydro",0.00108,0.00011,0.00112
"BLR","Belarus",2015,"Europe","Natural Gas",0.64436,0.06642,0.67047
"BLR","Belarus",2015,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2015,"Europe","Oil",0.28226,0.0291,0.29369
"BLR","Belarus",2015,"Europe","Other",0.00108,0.00011,0.00112
"BLR","Belarus",2015,"Europe","Solar",9e-05,1e-05,9e-05
"BLR","Belarus",2015,"Europe","Total",0.96106,0.09907,1
"BLR","Belarus",2015,"Europe","Wind",0.00038,4e-05,0.00039
"BLR","Belarus",2016,"Europe","Biofuels",0.00074,8e-05,0.00075
"BLR","Belarus",2016,"Europe","Coal",0.03408,0.00351,0.03471
"BLR","Belarus",2016,"Europe","Hydro",0.00137,0.00014,0.00139
"BLR","Belarus",2016,"Europe","Natural Gas",0.64035,0.06596,0.65204
"BLR","Belarus",2016,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2016,"Europe","Oil",0.30349,0.03126,0.30903
"BLR","Belarus",2016,"Europe","Other",0.00108,0.00011,0.0011
"BLR","Belarus",2016,"Europe","Solar",0.00025,3e-05,0.00026
"BLR","Belarus",2016,"Europe","Total",0.98207,0.10116,1
"BLR","Belarus",2016,"Europe","Wind",7e-04,7e-05,0.00072
"BLR","Belarus",2003,"Europe","Biofuels",0,0,0
"BLR","Belarus",2003,"Europe","Coal",0.02656,0.00264,0.02898
"BLR","Belarus",2003,"Europe","Hydro",0.00029,3e-05,0.00032
"BLR","Belarus",2003,"Europe","Natural Gas",0.5501,0.05465,0.6003
"BLR","Belarus",2003,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2003,"Europe","Oil",0.33943,0.03372,0.3704
"BLR","Belarus",2003,"Europe","Other",0,0,0
"BLR","Belarus",2003,"Europe","Solar",0,0,0
"BLR","Belarus",2003,"Europe","Total",0.91639,0.09104,1
"BLR","Belarus",2003,"Europe","Wind",0,0,0
"BLR","Belarus",2004,"Europe","Biofuels",0,0,0
"BLR","Belarus",2004,"Europe","Coal",0.02601,0.0026,0.02535
"BLR","Belarus",2004,"Europe","Hydro",0.00034,3e-05,0.00033
"BLR","Belarus",2004,"Europe","Natural Gas",0.66724,0.06673,0.65025
"BLR","Belarus",2004,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2004,"Europe","Oil",0.33252,0.03325,0.32405
"BLR","Belarus",2004,"Europe","Other",0,0,0
"BLR","Belarus",2004,"Europe","Solar",0,0,0
"BLR","Belarus",2004,"Europe","Total",1.02612,0.10262,1
"BLR","Belarus",2004,"Europe","Wind",1e-05,0,1e-05
"BLR","Belarus",2019,"Europe","Biofuels",0.00059,6e-05,0.00053
"BLR","Belarus",2019,"Europe","Coal",0.05568,0.00576,0.05009
"BLR","Belarus",2019,"Europe","Hydro",0.00333,0.00034,0.003
"BLR","Belarus",2019,"Europe","Natural Gas",0.68992,0.07132,0.62063
"BLR","Belarus",2019,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2019,"Europe","Oil",0.35758,0.03696,0.32167
"BLR","Belarus",2019,"Europe","Other",0.00126,0.00013,0.00114
"BLR","Belarus",2019,"Europe","Solar",0.0017,0.00018,0.00153
"BLR","Belarus",2019,"Europe","Total",1.11165,0.11491,1
"BLR","Belarus",2019,"Europe","Wind",0.00158,0.00016,0.00142
"BLR","Belarus",2020,"Europe","Biofuels",0,0,0
"BLR","Belarus",2020,"Europe","Coal",0.03504,0.00364,0.03397
"BLR","Belarus",2020,"Europe","Hydro",0.00378,0.00039,0.00367
"BLR","Belarus",2020,"Europe","Natural Gas",0.63904,0.06633,0.61949
"BLR","Belarus",2020,"Europe","Nuclear",0.00307,0.00032,0.00297
"BLR","Belarus",2020,"Europe","Oil",0.3442,0.03573,0.33366
"BLR","Belarus",2020,"Europe","Other",0.00308,0.00032,0.00299
"BLR","Belarus",2020,"Europe","Solar",0.00161,0.00017,0.00156
"BLR","Belarus",2020,"Europe","Total",1.03156,0.10708,1
"BLR","Belarus",2020,"Europe","Wind",0.00175,0.00018,0.0017
"BLR","Belarus",2021,"Europe","Biofuels",0,0,0
"BLR","Belarus",2021,"Europe","Coal",0.03563,0.00372,0.03234
"BLR","Belarus",2021,"Europe","Hydro",0.00349,0.00036,0.00317
"BLR","Belarus",2021,"Europe","Natural Gas",0.67542,0.07052,0.61302
"BLR","Belarus",2021,"Europe","Nuclear",0.05225,0.00546,0.04742
"BLR","Belarus",2021,"Europe","Oil",0.32553,0.03399,0.29545
"BLR","Belarus",2021,"Europe","Other",0.00625,0.00065,0.00567
"BLR","Belarus",2021,"Europe","Solar",0.00164,0.00017,0.00149
"BLR","Belarus",2021,"Europe","Total",1.1018,0.11503,1
"BLR","Belarus",2021,"Europe","Wind",0.00158,0.00017,0.00144
"BLR","Belarus",2022,"Europe","Biofuels",0,0,0
"BLR","Belarus",2022,"Europe","Coal",0.03916,0.00411,0.03696
"BLR","Belarus",2022,"Europe","Hydro",0.00347,0.00036,0.00328
"BLR","Belarus",2022,"Europe","Natural Gas",0.66465,0.06971,0.62726
"BLR","Belarus",2022,"Europe","Nuclear",0.0422,0.00443,0.03983
"BLR","Belarus",2022,"Europe","Oil",0.30053,0.03152,0.28363
"BLR","Belarus",2022,"Europe","Other",0.00598,0.00063,0.00565
"BLR","Belarus",2022,"Europe","Solar",0.00196,0.00021,0.00185
"BLR","Belarus",2022,"Europe","Total",1.0596,0.11113,1
"BLR","Belarus",2022,"Europe","Wind",0.00164,0.00017,0.00155
"BLR","Belarus",2023,"Europe","Biofuels",0,0,0
"BLR","Belarus",2023,"Europe","Coal",0.04053,0.00427,0.03803
"BLR","Belarus",2023,"Europe","Hydro",0.00281,3e-04,0.00263
"BLR","Belarus",2023,"Europe","Natural Gas",0.60423,0.06361,0.5669
"BLR","Belarus",2023,"Europe","Nuclear",0.10531,0.01109,0.0988
"BLR","Belarus",2023,"Europe","Oil",0.3041,0.03202,0.28532
"BLR","Belarus",2023,"Europe","Other",0.00583,0.00061,0.00547
"BLR","Belarus",2023,"Europe","Solar",0.00143,0.00015,0.00135
"BLR","Belarus",2023,"Europe","Total",1.06584,0.11221,1
"BLR","Belarus",2023,"Europe","Wind",0.00161,0.00017,0.00151
"BLR","Belarus",2009,"Europe","Biofuels",0.00085,9e-05,0.00084
"BLR","Belarus",2009,"Europe","Coal",0.02584,0.00265,0.0254
"BLR","Belarus",2009,"Europe","Hydro",0.00045,5e-05,0.00044
"BLR","Belarus",2009,"Europe","Natural Gas",0.60955,0.06247,0.59933
"BLR","Belarus",2009,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2009,"Europe","Oil",0.37966,0.03891,0.3733
"BLR","Belarus",2009,"Europe","Other",0.00069,7e-05,0.00068
"BLR","Belarus",2009,"Europe","Solar",0,0,0
"BLR","Belarus",2009,"Europe","Total",1.01706,0.10423,1
"BLR","Belarus",2009,"Europe","Wind",1e-05,0,1e-05
"BLR","Belarus",1991,"Europe","Biofuels",NA,NA,NA
"BLR","Belarus",1991,"Europe","Coal",0.0845,0.00808,0.05049
"BLR","Belarus",1991,"Europe","Hydro",0.00019,2e-05,0.00011
"BLR","Belarus",1991,"Europe","Natural Gas",0.48726,0.04659,0.29113
"BLR","Belarus",1991,"Europe","Nuclear",0,0,0
"BLR","Belarus",1991,"Europe","Oil",1.10171,0.10535,0.65826
"BLR","Belarus",1991,"Europe","Other",0,0,0
"BLR","Belarus",1991,"Europe","Solar",0,0,0
"BLR","Belarus",1991,"Europe","Total",1.67366,0.16004,1
"BLR","Belarus",1991,"Europe","Wind",0,0,0
"BLR","Belarus",1997,"Europe","Biofuels",0,0,0
"BLR","Belarus",1997,"Europe","Coal",0.05097,0.0049,0.05443
"BLR","Belarus",1997,"Europe","Hydro",0.00022,2e-05,0.00024
"BLR","Belarus",1997,"Europe","Natural Gas",0.49983,0.04806,0.53379
"BLR","Belarus",1997,"Europe","Nuclear",0,0,0
"BLR","Belarus",1997,"Europe","Oil",0.38535,0.03705,0.41154
"BLR","Belarus",1997,"Europe","Other",0,0,0
"BLR","Belarus",1997,"Europe","Solar",0,0,0
"BLR","Belarus",1997,"Europe","Total",0.93636,0.09003,1
"BLR","Belarus",1997,"Europe","Wind",0,0,0
"BLR","Belarus",2018,"Europe","Biofuels",0.00052,5e-05,0.00047
"BLR","Belarus",2018,"Europe","Coal",0.05288,0.00545,0.04781
"BLR","Belarus",2018,"Europe","Hydro",0.00309,0.00032,0.00279
"BLR","Belarus",2018,"Europe","Natural Gas",0.69531,0.07171,0.62869
"BLR","Belarus",2018,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2018,"Europe","Oil",0.35086,0.03619,0.31724
"BLR","Belarus",2018,"Europe","Other",0.00125,0.00013,0.00113
"BLR","Belarus",2018,"Europe","Solar",0.00112,0.00012,0.00102
"BLR","Belarus",2018,"Europe","Total",1.10597,0.11407,1
"BLR","Belarus",2018,"Europe","Wind",0.00094,1e-04,0.00085
"BLR","Belarus",1990,"Europe","Biofuels",NA,NA,NA
"BLR","Belarus",1990,"Europe","Coal",0.08896,0.00853,0.05303
"BLR","Belarus",1990,"Europe","Hydro",0.00021,2e-05,0.00013
"BLR","Belarus",1990,"Europe","Natural Gas",0.46557,0.04464,0.27754
"BLR","Belarus",1990,"Europe","Nuclear",0,0,0
"BLR","Belarus",1990,"Europe","Oil",1.12276,0.10766,0.66931
"BLR","Belarus",1990,"Europe","Other",0,0,0
"BLR","Belarus",1990,"Europe","Solar",0,0,0
"BLR","Belarus",1990,"Europe","Total",1.6775,0.16086,1
"BLR","Belarus",1990,"Europe","Wind",0,0,0
"BLR","Belarus",2017,"Europe","Biofuels",0.00074,8e-05,0.00074
"BLR","Belarus",2017,"Europe","Coal",0.03525,0.00363,0.03524
"BLR","Belarus",2017,"Europe","Hydro",0.00389,4e-04,0.00389
"BLR","Belarus",2017,"Europe","Natural Gas",0.65552,0.06752,0.65537
"BLR","Belarus",2017,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2017,"Europe","Oil",0.30183,0.03109,0.30176
"BLR","Belarus",2017,"Europe","Other",0.00122,0.00013,0.00122
"BLR","Belarus",2017,"Europe","Solar",0.00085,9e-05,0.00085
"BLR","Belarus",2017,"Europe","Total",1.00022,0.10303,1
"BLR","Belarus",2017,"Europe","Wind",0.00093,1e-04,0.00093
"BLR","Belarus",1993,"Europe","Biofuels",NA,NA,NA
"BLR","Belarus",1993,"Europe","Coal",0.06044,0.00577,0.04981
"BLR","Belarus",1993,"Europe","Hydro",2e-04,2e-05,0.00017
"BLR","Belarus",1993,"Europe","Natural Gas",0.525,0.05009,0.43259
"BLR","Belarus",1993,"Europe","Nuclear",0,0,0
"BLR","Belarus",1993,"Europe","Oil",0.62796,0.05992,0.51743
"BLR","Belarus",1993,"Europe","Other",0,0,0
"BLR","Belarus",1993,"Europe","Solar",0,0,0
"BLR","Belarus",1993,"Europe","Total",1.2136,0.1158,1
"BLR","Belarus",1993,"Europe","Wind",0,0,0
"BLR","Belarus",2008,"Europe","Biofuels",3e-04,3e-05,0.00028
"BLR","Belarus",2008,"Europe","Coal",0.02712,0.00277,0.02523
"BLR","Belarus",2008,"Europe","Hydro",0.00039,4e-05,0.00037
"BLR","Belarus",2008,"Europe","Natural Gas",0.71789,0.07335,0.6678
"BLR","Belarus",2008,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2008,"Europe","Oil",0.32892,0.03361,0.30597
"BLR","Belarus",2008,"Europe","Other",0.00038,4e-05,0.00035
"BLR","Belarus",2008,"Europe","Solar",0,0,0
"BLR","Belarus",2008,"Europe","Total",1.07501,0.10983,1
"BLR","Belarus",2008,"Europe","Wind",1e-05,0,1e-05
"BLR","Belarus",1992,"Europe","Biofuels",NA,NA,NA
"BLR","Belarus",1992,"Europe","Coal",0.07038,0.00672,0.04849
"BLR","Belarus",1992,"Europe","Hydro",0.00018,2e-05,0.00012
"BLR","Belarus",1992,"Europe","Natural Gas",0.56584,0.05401,0.38987
"BLR","Belarus",1992,"Europe","Nuclear",0,0,0
"BLR","Belarus",1992,"Europe","Oil",0.81496,0.07779,0.56151
"BLR","Belarus",1992,"Europe","Other",0,0,0
"BLR","Belarus",1992,"Europe","Solar",0,0,0
"BLR","Belarus",1992,"Europe","Total",1.45136,0.13854,1
"BLR","Belarus",1992,"Europe","Wind",0,0,0
"BLR","Belarus",2006,"Europe","Biofuels",0,0,0
"BLR","Belarus",2006,"Europe","Coal",0.02572,0.0026,0.02365
"BLR","Belarus",2006,"Europe","Hydro",0.00036,4e-05,0.00033
"BLR","Belarus",2006,"Europe","Natural Gas",0.69821,0.07071,0.64197
"BLR","Belarus",2006,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2006,"Europe","Oil",0.36328,0.03679,0.33402
"BLR","Belarus",2006,"Europe","Other",2e-05,0,2e-05
"BLR","Belarus",2006,"Europe","Solar",0,0,0
"BLR","Belarus",2006,"Europe","Total",1.0876,0.11014,1
"BLR","Belarus",2006,"Europe","Wind",1e-05,0,1e-05
"BLR","Belarus",2007,"Europe","Biofuels",0,0,0
"BLR","Belarus",2007,"Europe","Coal",0.02909,0.00296,0.02742
"BLR","Belarus",2007,"Europe","Hydro",0.00036,4e-05,0.00034
"BLR","Belarus",2007,"Europe","Natural Gas",0.70098,0.07134,0.66066
"BLR","Belarus",2007,"Europe","Nuclear",NA,NA,NA
"BLR","Belarus",2007,"Europe","Oil",0.33042,0.03363,0.31142
"BLR","Belarus",2007,"Europe","Other",0.00016,2e-05,0.00015
"BLR","Belarus",2007,"Europe","Solar",0,0,0
"BLR","Belarus",2007,"Europe","Total",1.06102,0.10798,1
"BLR","Belarus",2007,"Europe","Wind",1e-05,0,1e-05
"BRA","Brazil",1990,"Americas","Biofuels",0.26569,0.00176,0.04713
"BRA","Brazil",1990,"Americas","Coal",0.40183,0.00267,0.07128
"BRA","Brazil",1990,"Americas","Hydro",2.20044,0.0146,0.39032
"BRA","Brazil",1990,"Americas","Natural Gas",0.11324,0.00075,0.02009
"BRA","Brazil",1990,"Americas","Nuclear",0.02285,0.00015,0.00405
"BRA","Brazil",1990,"Americas","Oil",2.58917,0.01718,0.45927
"BRA","Brazil",1990,"Americas","Other",0.04435,0.00029,0.00787
"BRA","Brazil",1990,"Americas","Solar",0,0,0
"BRA","Brazil",1990,"Americas","Total",5.63757,0.03741,1
"BRA","Brazil",1990,"Americas","Wind",0,0,0
"BRA","Brazil",1991,"Americas","Biofuels",0.27024,0.00176,0.04644
"BRA","Brazil",1991,"Americas","Coal",0.46067,0.003,0.07916
"BRA","Brazil",1991,"Americas","Hydro",2.31832,0.01512,0.39836
"BRA","Brazil",1991,"Americas","Natural Gas",0.11772,0.00077,0.02023
"BRA","Brazil",1991,"Americas","Nuclear",0.01473,1e-04,0.00253
"BRA","Brazil",1991,"Americas","Oil",2.59209,0.0169,0.4454
"BRA","Brazil",1991,"Americas","Other",0.04596,3e-04,0.0079
"BRA","Brazil",1991,"Americas","Solar",0,0,0
"BRA","Brazil",1991,"Americas","Total",5.81974,0.03795,1
"BRA","Brazil",1991,"Americas","Wind",0,0,0
"BRA","Brazil",2000,"Americas","Biofuels",0.27033,0.00154,0.03186
"BRA","Brazil",2000,"Americas","Coal",0.54425,0.00309,0.06415
"BRA","Brazil",2000,"Americas","Hydro",3.24042,0.01842,0.38193
"BRA","Brazil",2000,"Americas","Natural Gas",0.34936,0.00199,0.04118
"BRA","Brazil",2000,"Americas","Nuclear",0.06176,0.00035,0.00728
"BRA","Brazil",2000,"Americas","Oil",3.92794,0.02233,0.46296
"BRA","Brazil",2000,"Americas","Other",0.09027,0.00051,0.01064
"BRA","Brazil",2000,"Americas","Solar",0,0,0
"BRA","Brazil",2000,"Americas","Total",8.48435,0.04824,1
"BRA","Brazil",2000,"Americas","Wind",1e-05,0,0
"BRA","Brazil",2001,"Americas","Biofuels",0.2534,0.00142,0.03063
"BRA","Brazil",2001,"Americas","Coal",0.53564,0.00301,0.06475
"BRA","Brazil",2001,"Americas","Hydro",2.83307,0.0159,0.34248
"BRA","Brazil",2001,"Americas","Natural Gas",0.4423,0.00248,0.05347
"BRA","Brazil",2001,"Americas","Nuclear",0.14491,0.00081,0.01752
"BRA","Brazil",2001,"Americas","Oil",3.95882,0.02221,0.47857
"BRA","Brazil",2001,"Americas","Other",0.10368,0.00058,0.01253
"BRA","Brazil",2001,"Americas","Solar",0,0,0
"BRA","Brazil",2001,"Americas","Total",8.2722,0.04642,1
"BRA","Brazil",2001,"Americas","Wind",0.00037,0,4e-05
"BRA","Brazil",2002,"Americas","Biofuels",0.27461,0.00152,0.03246
"BRA","Brazil",2002,"Americas","Coal",0.51844,0.00287,0.06128
"BRA","Brazil",2002,"Americas","Hydro",3.0062,0.01666,0.35532
"BRA","Brazil",2002,"Americas","Natural Gas",0.52259,0.0029,0.06177
"BRA","Brazil",2002,"Americas","Nuclear",0.13951,0.00077,0.01649
"BRA","Brazil",2002,"Americas","Oil",3.88045,0.0215,0.45866
"BRA","Brazil",2002,"Americas","Other",0.11802,0.00065,0.01395
"BRA","Brazil",2002,"Americas","Solar",0,0,0
"BRA","Brazil",2002,"Americas","Total",8.46047,0.04688,1
"BRA","Brazil",2002,"Americas","Wind",0.00064,0,8e-05
"BRA","Brazil",1999,"Americas","Biofuels",0.31023,0.00179,0.03822
"BRA","Brazil",1999,"Americas","Coal",0.51051,0.00294,0.0629
"BRA","Brazil",1999,"Americas","Hydro",3.11903,0.01798,0.38428
"BRA","Brazil",1999,"Americas","Natural Gas",0.28037,0.00162,0.03454
"BRA","Brazil",1999,"Americas","Nuclear",0.04063,0.00023,0.00501
"BRA","Brazil",1999,"Americas","Oil",3.75958,0.02167,0.46319
"BRA","Brazil",1999,"Americas","Other",0.09626,0.00055,0.01186
"BRA","Brazil",1999,"Americas","Solar",0,0,0
"BRA","Brazil",1999,"Americas","Total",8.11662,0.04679,1
"BRA","Brazil",1999,"Americas","Wind",2e-05,0,0
